CÓDIGO DEL CENTRO;DENOMINACIÓN DEL CENTRO;PROVINCIA;LOCALIDAD;CÓDIGO DEL CUERPO;DENOMINACIÓN DEL CUERPO;CÓDIGO DE LA ESPECIALIDAD;DENOMINACIÓN DE LA ESPECIALIDAD;PLANTILLA;LIBRES;BILINGUE
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;002;GRIEGO;0;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;003;LATIN;1;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;3;1;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;3;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;3;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;2;1;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;3;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;101;ADMINISTRACION DE EMPRESAS;3;0;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;201;COCINA Y PASTELERIA;1;1;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;222;PROCESOS DE GESTION ADMINISTRATIVA;2;1;
05000427;IES EULOGIO FLORENTINO SANZ;AVILA;ARÉVALO;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;226;SERVICIOS DE RESTAURACION;1;1;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;2;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;002;GRIEGO;0;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;6;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;3;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;1;FRANCES
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;1;0;INGLES
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;5;1;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;3;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;1;0;INGLES
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;2;1;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;2;1;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;6;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;2;1;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;101;ADMINISTRACION DE EMPRESAS;4;1;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;105;FORMACION Y ORIENTACION LABORAL;2;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;107;INFORMATICA;7;3;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1;0;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;222;PROCESOS DE GESTION ADMINISTRATIVA;6;3;
05000701;IES ALONSO DE MADRIGAL;AVILA;ÁVILA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;227;SISTEMAS Y APLICACIONES INFORMATICAS;8;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;2;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;002;GRIEGO;0;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;003;LATIN;1;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;5;1;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;3;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;0;INGLES
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;6;1;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;3;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;3;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;2;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;2;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;5;1;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;2;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;105;FORMACION Y ORIENTACION LABORAL;1;1;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;117;PROCESOS DIAGNOSTICOS CLINICOS Y PRODUCTOS ORTOPROTESICOS;2;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;118;PROCESOS SANITARIOS;1;1;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;219;PROCEDIMIENTOS DE DIAGNOSTICO CLINICO Y ORTOPROTESICO;2;0;
05000725;IES ISABEL DE CASTILLA;AVILA;ÁVILA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;220;PROCEDIMIENTOS SANITARIOS Y ASISTENCIALES;3;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;2;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;7;1;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;4;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;0;INGLES
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;6;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;3;1;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;3;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;1;0;INGLES
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;2;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;2;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;8;1;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;2;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;3;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;3;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;104;CONSTRUCCION CIVILES Y EDIFICACION;4;1;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;105;FORMACION Y ORIENTACION LABORAL;4;1;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;112;ORGANIZACION Y PROYECTOS DE FABRICACION MECANICA;3;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;117;PROCESOS DIAGNOSTICOS CLINICOS Y PRODUCTOS ORTOPROTESICOS;1;1;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;124;SISTEMAS ELECTRONICOS;3;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;125;SISTEMAS ELECTROTECNICOS Y AUTOMATICOS;3;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;2;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;202;EQUIPOS ELECTRONICOS;4;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;206;INSTALACIONES ELECTROTECNICAS;5;0;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;211;MECANIZADO Y MANTENIMIENTO DE MAQUINAS;2;1;
05000737;IES VASCO DE LA ZARZA;AVILA;ÁVILA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;212;OFICINA DE PROYECTOS DE CONSTRUCCION;1;0;
05000774;E. ARTE Y SUPERIOR CONS Y REST BIENES CULT AV;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;1;1;
05000774;E. ARTE Y SUPERIOR CONS Y REST BIENES CULT AV;AVILA;ÁVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;1;0;
05000774;E. ARTE Y SUPERIOR CONS Y REST BIENES CULT AV;AVILA;ÁVILA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;507;DIBUJO ARTISTICO Y COLOR;2;2;
05000774;E. ARTE Y SUPERIOR CONS Y REST BIENES CULT AV;AVILA;ÁVILA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;508;DIBUJO TECNICO;1;1;
05000774;E. ARTE Y SUPERIOR CONS Y REST BIENES CULT AV;AVILA;ÁVILA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;512;DISEÑO GRAFICO;1;0;
05000774;E. ARTE Y SUPERIOR CONS Y REST BIENES CULT AV;AVILA;ÁVILA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;515;FOTOGRAFIA;1;0;
05000774;E. ARTE Y SUPERIOR CONS Y REST BIENES CULT AV;AVILA;ÁVILA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;516;HISTORIA DEL ARTE;2;1;
05000774;E. ARTE Y SUPERIOR CONS Y REST BIENES CULT AV;AVILA;ÁVILA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;521;MEDIOS AUDIOVISUALES;1;1;
05000774;E. ARTE Y SUPERIOR CONS Y REST BIENES CULT AV;AVILA;ÁVILA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;523;ORGANIZACION INDUSTRIAL Y LEGISLACION;0;0;
05000774;E. ARTE Y SUPERIOR CONS Y REST BIENES CULT AV;AVILA;ÁVILA;0596;MAESTROS DE TALLER DE ARTES PLASTICAS Y DISEÑO;605;EBANISTERIA ARTISTICA;0;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;3;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;2;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;3;2;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;1;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;2;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;1;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;1;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;1;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;125;SISTEMAS ELECTROTECNICOS Y AUTOMATICOS;1;1;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1;1;
05001547;IES HERMENEGILDO MARTIN BORRO;AVILA;CEBREROS;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;206;INSTALACIONES ELECTROTECNICAS;2;0;
05002291;CEO VIRGEN DE NAVASERRADA;AVILA;HOYO DE PINARES (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;1;0;
05002291;CEO VIRGEN DE NAVASERRADA;AVILA;HOYO DE PINARES (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;0;
05002291;CEO VIRGEN DE NAVASERRADA;AVILA;HOYO DE PINARES (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;2;1;
05002291;CEO VIRGEN DE NAVASERRADA;AVILA;HOYO DE PINARES (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;1;0;
05002291;CEO VIRGEN DE NAVASERRADA;AVILA;HOYO DE PINARES (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1;0;
05002291;CEO VIRGEN DE NAVASERRADA;AVILA;HOYO DE PINARES (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;1;0;
05002291;CEO VIRGEN DE NAVASERRADA;AVILA;HOYO DE PINARES (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;1;
05002291;CEO VIRGEN DE NAVASERRADA;AVILA;HOYO DE PINARES (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;1;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;2;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;2;2;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;3;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;1;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;1;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;2;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;1;1;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;1;
05003775;IES GREDOS;AVILA;PIEDRAHÍTA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1;0;
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;0;
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;3;2;
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;0;
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;1;INGLES
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;3;2;
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;1;0;
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2;0;
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1;0;
