CÓDIGO DEL CENTRO;DENOMINACIÓN DEL CENTRO;PROVINCIA;LOCALIDAD;CÓDIGO DEL CUERPO;DENOMINACIÓN DEL CUERPO;CÓDIGO DE LA ESPECIALIDAD;DENOMINACIÓN DE LA ESPECIALIDAD;PLANTILLA;LIBRES;BILINGUE
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;003;LATIN;1;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;8;1;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;7;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;0;INGLES
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;7;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;5;1;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;6;1;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;3;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;2;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;7;2;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;012;ALEMAN;1;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;2;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;0;INGLES
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;3;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;2;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;104;CONSTRUCCION CIVILES Y EDIFICACION;2;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1;0;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;212;OFICINA DE PROYECTOS DE CONSTRUCCION;1;1;
40003642;IES ANDRES LAGUNA;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;801;SERVICIOS A LA COMUNIDAD EN LOS DEPARTAMENTOS DE ORIENTACIÓN;1;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;2;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;6;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;0;INGLES
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;4;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;5;1;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;3;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;3;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;2;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;3;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;6;1;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;2;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;3;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1;0;
40003654;IES MARIANO QUINTANILLA;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;026;APOYO AL AREA PRACTICA;1;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;6;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;3;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;2;0;INGLES
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;5;1;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;3;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;1;0;INGLES
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;2;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;2;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;7;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;2;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;101;ADMINISTRACION DE EMPRESAS;5;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;105;FORMACION Y ORIENTACION LABORAL;3;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;107;INFORMATICA;7;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;124;SISTEMAS ELECTRONICOS;3;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;125;SISTEMAS ELECTROTECNICOS Y AUTOMATICOS;2;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;2;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;202;EQUIPOS ELECTRONICOS;4;2;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;206;INSTALACIONES ELECTROTECNICAS;4;1;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;222;PROCESOS DE GESTION ADMINISTRATIVA;4;0;
40003666;IES MARIA MOLINER;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;227;SISTEMAS Y APLICACIONES INFORMATICAS;6;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;5;2;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;4;1;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;0;FRANCES
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;5;1;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;3;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;2;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;3;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;5;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;012;ALEMAN;1;1;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;5;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;1;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;105;FORMACION Y ORIENTACION LABORAL;2;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;111;ORGANIZACION Y PROCESOS DE MANTENIMIENTO DE VEHICULOS;3;1;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;112;ORGANIZACION Y PROYECTOS DE FABRICACION MECANICA;3;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;2;1;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;206;INSTALACIONES ELECTROTECNICAS;1;0;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;209;MANTENIMIENTO DE VEHICULOS;7;1;
40003678;IES LA ALBUERA;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;211;MECANIZADO Y MANTENIMIENTO DE MAQUINAS;3;1;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;002;GRIEGO;1;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;4;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;0;INGLES
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;3;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;5;1;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;2;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;3;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;2;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;4;2;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;2;1;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;1;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;105;FORMACION Y ORIENTACION LABORAL;1;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;108;INTERVENCION SOCIOCOMUNITARIA;3;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;026;APOYO AL AREA PRACTICA;1;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;220;PROCEDIMIENTOS SANITARIOS Y ASISTENCIALES;1;0;
40003708;IES FRANCISCO GINER DE LOS RIOS;SEGOVIA;SEGOVIA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;225;SERVICIOS A LA COMUNIDAD;2;0;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;0;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;1;0;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;1;0;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;507;DIBUJO ARTISTICO Y COLOR;3;1;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;508;DIBUJO TECNICO;1;0;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;512;DISEÑO GRAFICO;1;0;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;516;HISTORIA DEL ARTE;2;0;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;520;MATERIALES Y TECNOLOGIA: DISEÑO;1;1;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;521;MEDIOS AUDIOVISUALES;1;0;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;522;MEDIOS INFORMATICOS;1;0;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;525;VOLUMEN;1;1;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0596;MAESTROS DE TALLER DE ARTES PLASTICAS Y DISEÑO;608;FOTOGRAFIA Y PROCESOS DE REPRODUCCION;1;0;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0596;MAESTROS DE TALLER DE ARTES PLASTICAS Y DISEÑO;619;TECNICAS MURALES;1;0;
40003711;E. ARTE Y SUPERIOR DE DISEÑO CASA DE LOS PICOS;SEGOVIA;SEGOVIA;0596;MAESTROS DE TALLER DE ARTES PLASTICAS Y DISEÑO;620;TECNICAS TEXTILES;1;0;
40003770;CEO VIRGEN DE LA PEÑA;SEGOVIA;SEPÚLVEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;1;1;
40003770;CEO VIRGEN DE LA PEÑA;SEGOVIA;SEPÚLVEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;1;
40003770;CEO VIRGEN DE LA PEÑA;SEGOVIA;SEPÚLVEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;1;0;
40003770;CEO VIRGEN DE LA PEÑA;SEGOVIA;SEPÚLVEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;1;1;
40003770;CEO VIRGEN DE LA PEÑA;SEGOVIA;SEPÚLVEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;1;0;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;0;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;4;0;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;2;0;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;0;INGLES
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;4;1;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;2;1;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2;0;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;1;0;INGLES
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1;0;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1;0;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;4;1;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;0;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2;0;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
40004257;IES DUQUE DE ALBURQUERQUE;SEGOVIA;CUÉLLAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
